Job Posting ID,Job Posting Date,Job Title,Job Title Full,Job Title Additional Info,Job Position Type,Job Position Level,Years of Experience,Job Skills,Job Location,Minimum Pay,Maximum Pay,Pay Rate,Number of Applicants,Company Name,Company Industry,Company Size,Skills Count
2687938901,2018-12-14,Data Analyst,Data Analyst,,Full-time,Associate,4,"excel, microsoft, power_bi, agile","New York, United States",,,,166.0,Majhi Group,Management Consulting,1-10 employees,4
2713461805,2018-12-14,Data Engineer,Business Operations Data Engineer,,Full-time,Entry level,2,"database, javascript, ruby, python, jira, powershell, programming, devops, perl, tableau, etl, sql","Hillsboro, OR",,,,,The Mom Project,Internet,51-200 employees,12
2715351441,2018-12-14,Data Analyst,Data Analyst,,Full-time,Associate,2,"powerpoint, programming, spark, aws, tableau, snowflake, excel, coding","Chicago, IL",,,,108.0,Fetch Rewards,Computer Software,201-500 employees,8
2714596327,2018-12-15,Senior Analyst,"Senior Analyst, Business Systems",,Full-time,Associate,5,backend,"Dallas, TX",,,,,Affirm,Financial Services,"1,001-5,000 employees",1
2721666137,2018-12-15,Business Intelligence Analyst,Staff Business Intelligence Analyst,,Full-time,Mid-Senior level,7,"python, bi, r, looker, c, sql, machine_learning","Houston, TX",,,,7.0,Mozilla,Computer Software,"501-1,000 employees",7
2732784996,2018-12-15,Data Engineer,Data Engineer,,Full-time,Mid-Senior level,3,"bigquery, dataops, gdpr, gcp, programming, devops, sql, apache, airflow",United States,,,,5.0,Puppet,Information Technology & Services,"501-1,000 employees",9
2678703977,2018-12-15,Data Engineer,Machine Learning/Data Engineer-Remote,,Full-time,Mid-Senior level,5,"sql, ai, machine_learning","Miami, FL",,,,4.0,Jobot,Staffing & Recruiting,201-500 employees,3
2526098436,2018-12-16,Senior Analyst,"Senior Analyst, Commercial Finance",,Full-time,Associate,2,"programming, tableau, sql, coding",United States,,,,35.0,Hopper,Internet,201-500 employees,4
2737095166,2018-12-16,Business Intelligence Analyst,Senior Business Intelligence Analyst,,Full-time,Associate,5,"looker, qlik, redshift, tableau, snowflake, sql, excel","Boise, ID",,,,1.0,Vacasa,"Leisure, Travel & Tourism","1,001-5,000 employees",7
2693776734,2018-12-16,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,6,"cloud, aws, azure","Morgantown, KY",,,,,Toptal,Internet,"1,001-5,000 employees",3
2713548720,2018-12-17,Data Engineer,Data Engineer,,Full-time,Associate,5,"cloud, javascript, python, css, programming, java, html, etl, rust, sql","Boston, MA",,,,3.0,Mozilla,Computer Software,"501-1,000 employees",10
2688709258,2018-12-17,Data Analyst,Data Analyst,,Contract,Mid-Senior level,4,"excel, microsoft, ios","Boston, MA",46000.0,68000.0,hr,181.0,StevenDouglas,Staffing & Recruiting,51-200 employees,3
2559057097,2018-12-17,Data Architect,Senior Data Modeler/ Data Architect-With Healthcare Experience,,Full-time,Mid-Senior level,3,"data_lake, ibm, etl, sql","Allentown, PA",,,,3.0,Perficient,Information Technology & Services,"1,001-5,000 employees",4
2699291881,2018-12-17,Data Engineer,Principal Data Engineer,,Full-time,Mid-Senior level,6,"scala, cloud, java, javascript, aws, ruby, python, redshift, programming, etl, bigquery, snowflake, sql, go, azure","Texas, United States",172000.0,216000.0,yr,11.0,Insight Global,Staffing & Recruiting,"1,001-5,000 employees",15
2732460643,2018-12-17,Data Engineer,Senior Data Engineer,,Full-time,Mid-Senior level,9,"database, ruby, node.js, saas, slack, looker, warehousing, redis, aws, redshift, etl, postgres","Arlington, VA",,,,,Aha!,Computer Software,51-200 employees,12
2752547251,2018-12-17,Data Scientist,"Data Scientist, Supply",,Full-time,Mid-Senior level,7,"r, python, sql, machine_learning","San Francisco, CA",,,,39.0,Wish,Computer Software,"1,001-5,000 employees",4
2693793420,2018-12-18,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,5,"cloud, aws, azure","Houston, TX",,,,,Toptal,Internet,"1,001-5,000 employees",3
2715216199,2018-12-18,Data Scientist,Cybersecurity Data Scientist,,Full-time,Mid-Senior level,3,python,Charlotte Metro,,,,14.0,HuntSource,Information Technology & Services,11-50 employees,1
2656644445,2018-12-18,Data Engineer,Senior Data Engineer,"Remote, Full-time",Contract,Mid-Senior level,6,"cloud, aws, azure","Frisco, TX",,,,1.0,Toptal,Internet,"1,001-5,000 employees",3
2732763984,2018-12-18,Data Engineer,Data Engineer,,Full-time,Mid-Senior level,4,"data_lake, scrum, cloud, aws, pyspark, agile, coding, redshift, python, tableau, sql","Houston, TX",,,,9.0,Sword Venture,Oil & Energy,51-200 employees,11
2682337295,2018-12-18,Data Analyst,Data Analyst,- Remote,Full-time,Associate,3,"cloud, r, t-sql, sas, sql","Dallas, TX",,,,5.0,Optum,Hospital & Health Care,"10,001+ employees",5
2723218889,2018-12-18,Data Scientist,Senior Data Scientist,,Full-time,Mid-Senior level,6,"database, python, r, aws, ml, sql",United States,,,,14.0,Neuro-ID,Computer Software,11-50 employees,6
2678796417,2018-12-19,Data Analyst,Government Programs Quality Data Analyst,Remote,Full-time,Entry level,1,"word, python, powerpoint, microsoft, outlook, sas, sql, excel","Minnetonka, MN",,,,2.0,UnitedHealthcare,Hospital & Health Care,"10,001+ employees",8
2680655867,2018-12-19,Data Engineer,Principal Data Engineer,,Full-time,Mid-Senior level,5,"warehousing, cloud, gcp, aws, python, redshift, etl, bigquery, snowflake, sql, bi, machine_learning, azure, spark",Greater Boston,,,,13.0,Sud Recruiting,Staffing & Recruiting,1-10 employees,14
2684695560,2018-12-19,Data Analyst,"Data Analyst, Reconciliation",,Full-time,Associate,3,"python, bigquery, git, looker, java, mysql, tableau, etl, snowflake, sql, airflow, terminal","New York, NY",,,,65.0,Square,Internet,"1,001-5,000 employees",12
2689866279,2018-12-19,Data Analyst,Financial Data Analyst/ Excel Expert/ Asst Pm,REMOTE 30/HR,Contract,Mid-Senior level,10,excel,"Bellevue, WA",,,,11.0,Avacend Inc,Information Technology & Services,51-200 employees,1
2689883610,2018-12-19,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,6,"cloud, aws, azure","Hialeah, FL",,,,,Toptal,Internet,"1,001-5,000 employees",3
2721721611,2018-12-20,Data Engineer,Linguistics Data Engineer,,Contract,Associate,6,"shell, html, agile, python, machine_learning",United States,,,,9.0,Apex Systems,Information Technology & Services,"1,001-5,000 employees",5
2646754381,2018-12-20,Data Analyst,Senior Data Analyst,Product Consumption Analytics,Full-time,Associate,6,"database, cloud, macros, t-sql, tableau, sql, nosql, excel, powerbi","Chicago, IL",,,,8.0,DocuSign,Computer Software,"5,001-10,000 employees",9
2719467403,2018-12-21,Analytics Engineer,"Senior Analytics Engineer, Product",,Full-time,Mid-Senior level,4,"database, cloud, gitlab, agile, dataops, devops, snowflake, sql","Louisville, KY",,,,,GitLab,Information Technology & Services,"1,001-5,000 employees",8
2690942316,2018-12-21,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,5,"cloud, aws, azure","Pembroke Pines, FL",,,,,Toptal,Internet,"1,001-5,000 employees",3
2639265125,2018-12-22,Data Scientist,Senior Data Scientist,,Full-time,Mid-Senior level,11,"database, word, python, r, powerpoint, mongodb, aws, sql, nosql, machine_learning, excel",United States,,,,9.0,Mission Essential,Defense & Space,"5,001-10,000 employees",11
2712859649,2018-12-22,Data Engineer,Principal Data Engineer,,Full-time,Mid-Senior level,3,"aws, redshift, python, etl, postgresql, sql","New York, United States",,,,20.0,Storm3,Staffing & Recruiting,11-50 employees,6
2702481617,2018-12-22,Compensation Analyst,Senior Compensation Analyst,,Full-time,Associate,3,"word, powerpoint, microsoft, excel","Scottsdale, AZ",,,,8.0,Axon,Public Safety,"1,001-5,000 employees",4
2676065910,2018-12-23,Data Scientist,Data Scientist,,Full-time,Mid-Senior level,3,"plotly, agile, python, r, git, spark, pandas, tableau, ml, sql, scala, coding",New York City Metropolitan Area,,,,24.0,Zip Co,Financial Services,"501-1,000 employees",12
2593301288,2018-12-23,Data Engineer,Data Engineer Ii,,Full-time,Mid-Senior level,6,"agile, bi, server, programming, microsoft, tableau, etl, sql, excel, ssis, ssas, ssrs",United States,,,,9.0,American Specialty Health,"Health, Wellness & Fitness","1,001-5,000 employees",12
2738183037,2018-12-23,Analytics Engineer,Analytics Engineer,,Full-time,Mid-Senior level,11,"looker, ml",United States,,,,12.0,Truebill,Financial Services,51-200 employees,2
2658295895,2018-12-23,Data Engineer,Senior Data Engineer,,Full-time,Mid-Senior level,4,"database, airflow, cloud, aws, python, redshift, etl, sql, server, bi","Chicago, IL",,,,12.0,Match,Internet,"1,001-5,000 employees",10
2641049979,2018-12-23,Data Scientist,Data Scientist,,Full-time,Associate,1,"codebase, python, ml, linux, sql, machine_learning","Austin, TX",,,,48.0,Signifyd,Internet,201-500 employees,6
2640332512,2018-12-23,Data Analyst,Clinical Data Analyst,R Programming,Contract,Mid-Senior level,6,"r, sap, gcp, python, programming, machine_learning","Menlo Park, CA",69000.0,107000.0,hr,98.0,Clinovo,Pharmaceuticals,51-200 employees,6
2656647935,2018-12-24,Data Engineer,Senior Data Engineer,"Remote, Full-time",Contract,Mid-Senior level,1,"cloud, aws, azure","Sandy Springs, GA",,,,,Toptal,Internet,"1,001-5,000 employees",3
2696937602,2018-12-24,Data Engineer,Senior Curriculum Developer: Data Engineering,,Full-time,Associate,5,"cloud, javascript, python, hadoop, bi, r, git, programming, looker, github, pyspark, tableau, sql, nosql, c++, powerbi","York, NY",,,,3.0,Codecademy,E-learning,51-200 employees,16
2690936864,2018-12-24,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,4,"cloud, aws, azure","Oklahoma City, OK",,,,,Toptal,Internet,"1,001-5,000 employees",3
2726967247,2018-12-24,Senior Analyst,Compensation And Benefits Senior Analyst,,Full-time,Mid-Senior level,7,"excel, microsoft","Broomfield, CO",,,,16.0,Ball Metalpack,Packaging & Containers,"1,001-5,000 employees",2
2738024539,2018-12-24,Data Infrastructure Engineer,"Senior Associate, Cybersecurity, Data Infrastructure Engineer",,Full-time,Associate,4,"bash, powershell, ruby, python, linux, go, ubuntu","Louisiana, United States",,,,,Ankura,Management Consulting,"1,001-5,000 employees",7
2677464425,2018-12-24,Data Analyst,Healthcare Data Analyst,Remote,Full-time,Associate,3,"power_bi, python, r, powerpoint, c, microsoft, qlik, tableau, sql, excel",United States,,,,3.0,VetJobs,Military,51-200 employees,10
2722216451,2018-12-25,Data Analyst,Senior Data Analyst,,Full-time,Mid-Senior level,8,"spreadsheets, database, python, bi, looker, tableau, sql","Baltimore, MD",,,,5.0,NerdWallet,Consumer Services,201-500 employees,7
2663127186,2018-12-25,Senior Analyst,"Senior Analyst, Pricing Strategy",Operations (Remote),Full-time,Associate,5,"jira, bi, powerpoint, microstrategy, tableau, sql, excel","San Francisco, CA",,,,5.0,"TrueCar, Inc.",Internet,"501-1,000 employees",7
2702985049,2018-12-26,Data Engineer,Senior Data Engineer,,Contract,Associate,2,"database, aws, redshift, etl, aurora, apache, spark","New York, NY",,,,14.0,The Execu|Search Group,Staffing & Recruiting,201-500 employees,7
2737673700,2018-12-26,Data Engineer,Data Engineer,Remote,Full-time,Entry level,2,"database, cloud, power_bi, hadoop, bi, server, powerpoint, warehousing, tableau, etl, sql, excel","Houston, TX",,,,2.0,UnitedHealthcare,Hospital & Health Care,"10,001+ employees",12
2674787103,2018-12-26,Analytics Manager,Sales Compensation Reporting And Analytics Manager,,Full-time,Mid-Senior level,2,"warehousing, redshift, tableau, etl, sql, twilio, excel",Washington DC-Baltimore Area,,,,1.0,Twilio,Internet,"5,001-10,000 employees",7
2690048934,2018-12-26,Marketing Analyst,Marketing Analyst,,Full-time,Associate,4,"excel, microsoft, cloud","Washington, United States",,,,15.0,BeyondTrust,Computer Software,"1,001-5,000 employees",3
2708141052,2018-12-27,Data Engineer,Senior Data Engineer,,Full-time,Mid-Senior level,6,"data_lake, warehousing, cloud, python, etl, sql, bi, machine_learning, azure, spark",United States,,,,,Sud Recruiting,Staffing & Recruiting,1-10 employees,10
2685753961,2018-12-27,Senior Analyst,Oracle Finance Senior Analyst,Functional Consultant - Remote,Full-time,Associate,4,"excel, oracle, microsoft, word, cloud, powerpoint, visio, go",United States,,,,17.0,Oracle,Information Technology & Services,"10,001+ employees",8
2647546778,2018-12-28,Data Architect,Data Architect,AWS Cloud Technical Lead,Full-time,Mid-Senior level,5,"cloud, agile, python, jira, bi, git, programming, mongodb, devops, spark, ci/cd, aws, sql, nosql, apache, airflow","Cleveland, OH",,,,,Perficient,Information Technology & Services,"1,001-5,000 employees",16
2675735563,2018-12-28,Operations Analyst,Marketing Operations Analyst,US Remote,Full-time,Associate,5,"agile, jira, saas, slack","New York, NY",,,,6.0,Degreed,Information Technology & Services,201-500 employees,4
2637619461,2018-12-28,Data Architect,Cloud Data Architect,,Full-time,Mid-Senior level,8,"powershell, database, cloud, cicd, sql, devops, azure","New York, United States",,,,7.0,Pactera EDGE,Information Technology & Services,"1,001-5,000 employees",7
2749793676,2018-12-29,Data Engineer,Data Engineer- Aws Glue,,Full-time,Mid-Senior level,5,"cloud, aws, pyspark, python, etl",Dallas-Fort Worth Metroplex,,,,8.0,Modis,Information Technology & Services,"10,001+ employees",5
2692104108,2018-12-29,Data Engineer,Data Engineer,,Full-time,Entry level,3,"backend, ci/cd, agile, python, programming, sql, devops, azure","Michigan, United States",,,,3.0,Blackbaud,Computer Software,"1,001-5,000 employees",8
2689162636,2018-12-29,Product Analyst,Senior E-Commerce Product Analyst,Boutique Branded TeleHealth,Full-time,Mid-Senior level,5,"r, python, coding, sql",Buffalo-Niagara Falls Area,,,,3.0,Jobot,Staffing & Recruiting,201-500 employees,4
2515366696,2018-12-29,Senior Analyst,"Senior Analyst, Sales Strategy",Ops - Enterprise,Full-time,Mid-Senior level,5,"excel, saas, tableau, sql",United States,,,,21.0,KeepTruckin,Computer Software,"1,001-5,000 employees",4
2696963012,2018-12-30,Data Engineer,Senior Director Of Data Engineering,,Full-time,Director,12,"cloud, python, java, aws, redshift, ai, machine_learning, go",United States,,,,9.0,Credit Sesame,Financial Services,51-200 employees,8
2741578599,2018-12-30,Data Engineer,Data Engineer,,Full-time,Mid-Senior level,7,"database, cloud, java, python, redshift, etl, sql",San Diego Metropolitan Area,,,,1.0,85SIXTY,Marketing & Advertising,51-200 employees,7
2685152339,2018-12-30,Data Scientist,"Data Scientist, Engagement",,Full-time,Entry level,1,"python, bi, looker, pyspark, tableau, snowflake, sql","Austin, TX",,,,14.0,Everly Health,"Health, Wellness & Fitness","501-1,000 employees",7
2699516859,2018-12-30,Data Engineer,Director Of Data Engineer,,Full-time,Associate,4,"scala, database, java, aws, python, etl, sql, nosql, go, spark","Fort Worth, TX",,,,,Kforce Inc,Information Technology & Services,"1,001-5,000 employees",10
2482255313,2018-12-30,Data Analyst,Senior Data Analyst,,Full-time,Associate,4,"python, r, programming, looker, spark, tableau, snowflake, sql, excel",United States,,,,59.0,Webflow,Computer Software,51-200 employees,9
2690942101,2018-12-30,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,6,"cloud, aws, azure","Bridgeport, CT",,,,,Toptal,Internet,"1,001-5,000 employees",3
2675368979,2018-12-30,Data Scientist,Business Data Scientist,,Full-time,Entry level,3,"python, r, tableau, sql, machine_learning","California, United States",,,,5.0,NextRoll,Marketing & Advertising,"501-1,000 employees",5
2713209240,2018-12-31,Data Analyst,Data Analyst,,Full-time,Entry level,1,sql,"Philadelphia, PA",,,,99.0,CCS Global Tech,Information Technology & Services,"501-1,000 employees",1
2633730264,2018-12-31,Data Engineer,Senior Data Engineer,,Full-time,Mid-Senior level,1,"agile, python, hadoop, spark, java, aws, ml, keras, sql, tensorflow, machine_learning, scala, postgres","Atlanta, GA",,,,6.0,Teladoc Health,Hospital & Health Care,"1,001-5,000 employees",13
2695024407,2018-12-31,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,7,"cloud, aws, azure","Oakville, CA",,,,,Toptal,Internet,"1,001-5,000 employees",3
2687060459,2019-01-01,Financial Analyst,"Senior Financial Analyst, Fp&A Topline And Go To Market",,Full-time,Mid-Senior level,8,"saas, iot, tableau, excel",United States,,,,68.0,Venafi,Computer & Network Security,201-500 employees,4
2715107360,2019-01-01,Data Scientist,Healthcare Data Scientist,,Full-time,Entry level,2,"sas, python, programming, tableau, sql, machine_learning","Hartford, CT",,,,17.0,Landmark Health,Medical Practice,"1,001-5,000 employees",6
2732767905,2019-01-01,Data Engineer,Data Engineer,Marketing Data,Full-time,Entry level,1,"oracle, sap, alteryx, database, cloud, power_bi, mysql, python, tableau, etl, sql, server, azure","Newport News, VA",79000.0,118000.0,yr,3.0,Ferguson Enterprises,Wholesale,"10,001+ employees",13
2691884173,2019-01-01,Data Engineer,Senior Data Engineer,,Full-time,Mid-Senior level,6,"jupyter, cloud, agile, python, jira, hadoop, git, slack, devops, spark, github, aws, redshift, scala, airflow",United States,,,,3.0,SemanticBits,Computer Software,201-500 employees,15
2691452881,2019-01-01,Data Science Engineer,Data Science Engineer,Team Lead,Full-time,Mid-Senior level,5,"cloud, docker, saas, programming, golang, java, nlp, ml, machine_learning, scala",San Francisco Bay Area,,,,2.0,Egnyte,Computer Software,"501-1,000 employees",10
2724211162,2019-01-01,Operations Analyst,Marketing Operations Analyst,US Remote,Full-time,Associate,3,"agile, jira, saas, slack","Raleigh, NC",,,,,Degreed,Information Technology & Services,201-500 employees,4
2690933795,2019-01-01,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,3,"cloud, aws, azure","Everett, WA",,,,,Toptal,Internet,"1,001-5,000 employees",3
2657597171,2019-01-02,Business Intelligence Analyst,Senior Business Intelligence Analyst,,Full-time,Associate,6,"git, tableau, etl, sql, bi","Columbus, OH",,,,20.0,Root Inc.,Insurance,"501-1,000 employees",5
2693112072,2019-01-02,Data Engineer,Senior Data Engineer,Cloud Services,Full-time,Associate,5,"microsoft, cloud, gcp, aws, redshift, looker, azure","Washington, DC",,,,,HashiCorp,Computer Software,"1,001-5,000 employees",7
2698112217,2019-01-02,Financial Analyst,"Financial Analyst, Fp&A",,Full-time,Associate,4,"excel, microsoft, powerpoint",Miami-Fort Lauderdale Area,,,,45.0,Cyxtera Technologies,Information Technology & Services,"1,001-5,000 employees",3
2699518603,2019-01-02,Data Engineer,Remote:: Senior Data Engineer With Snowflake Experience,"Austin TX / Charlotte, NC",Full-time,Associate,3,"cloud, snowflake","Austin, TX",,,,,Dice,Internet,"1,001-5,000 employees",2
2745504420,2019-01-02,Data Engineer,Senior Data Engineer,,Full-time,Associate,4,"database, cloud, python, hadoop, r, looker, github, aws, redshift, tableau, etl, snowflake, sql, apache, airflow, powerbi",United States,,,,3.0,EVERFI,E-learning,"501-1,000 employees",16
2673100804,2019-01-02,Operations Analyst,Data Operations Analyst,,Full-time,Mid-Senior level,3,"python, r, saas, sql, go, excel","Atlanta, GA",,,,20.0,Phreesia,Hospital & Health Care,"1,001-5,000 employees",6
2702497476,2019-01-03,Data Analyst,Data Analyst,- UHC Benefits Ops - Telecommute,Full-time,Associate,4,"pl/sql, oracle, sas, etl, excel, coding","Minnetonka, MN",48000.0,77000.0,yr,1.0,UnitedHealthcare,Hospital & Health Care,"10,001+ employees",6
2685261103,2019-01-03,Data Analyst,Data Analyst,,Full-time,Entry level,3,"cloud, python, r, tableau, sql, coding","San Francisco, CA",,,,117.0,Figure,Financial Services,201-500 employees,6
2691111984,2019-01-03,Data Scientist,Senior Data Scientist - Remote,,Full-time,Associate,5,database,United States,,,,5.0,Premier Research,Biotechnology,"1,001-5,000 employees",1
2717501774,2019-01-03,Data Scientist,Data Scientist,,Full-time,Mid-Senior level,1,"r, matplotlib, bash, numpy, jupyter, scikit-learn, mxnet, sas, python, matlab, linux, snowflake, sql, pytorch, tensorflow, machine_learning","Minneapolis, MN",,,,58.0,phData,Information Technology & Services,51-200 employees,16
2737500533,2019-01-04,Data Engineer,Azure Data Engineer,,Contract,Mid-Senior level,8,"data_lake, iot, microsoft, cloud, python, programming, mlops, devops, machine_learning, azure","St Louis, MO",134000.0,145000.0,hr,18.0,"TechnoSmarts, Inc.",Staffing & Recruiting,11-50 employees,10
2748557607,2019-01-04,Data Analyst,Remote Senior Business Data Analyst,,Contract,Mid-Senior level,5,"excel, powerpoint, tableau",Dallas-Fort Worth Metroplex,,,,1.0,Mindlance,Staffing & Recruiting,"1,001-5,000 employees",3
2691434679,2019-01-04,Data Analyst,"Data Analyst, Risk",Fraud,Full-time,Mid-Senior level,2,"database, javascript, python, hadoop, bi, programming, spark, golang, java, tableau, sql, scala","Illinois, United States",,,,5.0,Kraken Digital Asset Exchange,Financial Services,"1,001-5,000 employees",12
2703236205,2019-01-04,Data Engineer,Senior Data Engineer,REMOTE (21-154),Full-time,Mid-Senior level,4,"data_lake, agile, devops, ci/cd, aws, tableau, etl, cognos, sql, go, aurora",United States,,,,4.0,Spok,Information Technology & Services,"501-1,000 employees",11
2718778790,2019-01-05,Marketing Analyst,"Staff Data Marketing Analyst, Enterprise Analytics, Jll Technologies",,Full-time,Entry level,3,"alteryx, power_bi, python, bi, r, powerpoint, programming, spark, warehousing, microsoft, sas, tableau, cognos, sql, azure, excel","Dallas, TX",,,,,JLL Technologies,Information Technology & Services,"1,001-5,000 employees",16
2675738151,2019-01-05,Operations Analyst,Marketing Operations Analyst,US Remote,Full-time,Associate,5,"agile, jira, saas, slack","Washington, DC",,,,4.0,Degreed,Information Technology & Services,201-500 employees,4
2728527500,2019-01-05,Data Engineer,Senior Data Engineer,,Full-time,Mid-Senior level,3,"github, database, microsoft, cloud, aws, sql, server, postgres, azure, spark","New York, NY",,,,,Jobot,Staffing & Recruiting,201-500 employees,10
2714559376,2019-01-05,Data Scientist,Data Scientist,,Full-time,Mid-Senior level,6,"python, keras, pytorch, tensorflow, ai",Atlanta Metropolitan Area,114000.0,162000.0,hr,63.0,Insight Global,Staffing & Recruiting,"1,001-5,000 employees",5
2693776524,2019-01-05,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,2,"cloud, aws, azure","Roseville, CA",,,,,Toptal,Internet,"1,001-5,000 employees",3
2691425827,2019-01-05,Operations Analyst,Senior Procurement Operations Analyst,,Full-time,Mid-Senior level,5,"saas, gitlab, devops","Omaha, NE",,,,1.0,GitLab,Information Technology & Services,"1,001-5,000 employees",3
2683581800,2019-01-05,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,10,"cloud, aws, azure","New York, NY",,,,,Toptal,Internet,"1,001-5,000 employees",3
2749242231,2019-01-06,Data Analyst,Data Analyst- Fraud,,Full-time,Entry level,3,"power_bi, bi, looker, tableau, sql",United States,,,,14.0,Housecall Pro,Computer Software,201-500 employees,5
2675953999,2019-01-06,Data Analyst,Senior Data Analyst,Remote,Full-time,Associate,4,"cloud, power_bi, agile, python, bi, r, warehousing, aws, redshift, tableau, etl, snowflake, sql, machine_learning","Concord, CA",,,,9.0,Realogy,Real Estate,"10,001+ employees",14
2738109427,2019-01-06,Data Engineer,Data Engineer,,Full-time,Mid-Senior level,6,"data_lake, database, hadoop, sql, azure, spark","Cleveland, OH",,,,,Jobot,Staffing & Recruiting,201-500 employees,6
2715599017,2019-01-06,Data Analyst,Data Analyst,,Full-time,Mid-Senior level,6,"database, power_bi, agile, sql","Memphis, TN",58000.0,92000.0,yr,94.0,Gateway Group Personnel,Staffing & Recruiting,51-200 employees,4
2589592326,2019-01-06,Data Engineer,Data Engineer,Finance Automation,Full-time,Associate,3,"datadog, airflow, cloud, gcp, aws, python, redshift, etl, bigquery, snowflake, sql",United States,,,,17.0,Hopper,Internet,201-500 employees,11
2735605339,2019-01-07,Data Scientist,Principal Data Scientist,,Full-time,Mid-Senior level,7,"r, database, python, ml, sql","San Francisco, CA",,,,1.0,Jobot,Staffing & Recruiting,201-500 employees,5
2681222948,2019-01-07,Data Engineer,Data Engineer,Master Data Management,Full-time,Mid-Senior level,6,"sap, iot, microsoft, ci/cd, cloud, agile, etl, sql, server, devops, azure",Dallas-Fort Worth Metroplex,,,,14.0,3Cloud,Information Technology & Services,201-500 employees,11
2733715598,2019-01-08,Analytics Engineer,Lead Data Analytics Engineer,Remote,Full-time,Associate,5,"database, agile, bi, looker, devops, spark, warehousing, microstrategy, aws, redshift, tableau, sql, apache",United States,,,,,SemanticBits,Computer Software,201-500 employees,13
2559055244,2019-01-08,Data Architect,Senior Data Modeler/ Data Architect-With Healthcare Experience,,Full-time,Mid-Senior level,6,"data_lake, ibm, etl, sql","Philadelphia, PA",,,,6.0,Perficient,Information Technology & Services,"1,001-5,000 employees",4
2667113736,2019-01-09,Data Engineer,"Senior Data Engineer, Advanced Analytics And Machine Learning",Nationwide,Full-time,Associate,2,"ci/cd, airflow, cloud, gcp, java, data_lakes, agile, python, programming, bigquery, sql, apache, bi, spark","Georgia, United States",,,,1.0,Cardinal Health,Hospital & Health Care,"10,001+ employees",14
2707839411,2019-01-09,Operations Analyst,Senior Business Operations Analyst,,Full-time,Mid-Senior level,8,"tableau, sql, powerbi",United States,,,,19.0,Boulevard,Computer Software,51-200 employees,3
2690941292,2019-01-09,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,3,"cloud, aws, azure","Vacaville, CA",,,,,Toptal,Internet,"1,001-5,000 employees",3
2736913557,2019-01-09,Data Engineer,Azure Data Engineer,Fortune 500 Consultancy,Full-time,Mid-Senior level,4,"python, snowflake, sql, ai, machine_learning, azure, spark",United States,,,,12.0,Lawrence Harvey,Staffing & Recruiting,51-200 employees,7
2741293618,2019-01-09,Data Engineer,Data Engineer,Data Platform Engineer,Full-time,Entry level,2,"cloud, python, programming, spark, warehousing, microsoft, redis, java, aws, mysql, postgresql, ml, sql, nosql, azure, scala, airflow","Stamford, CT",,,,,Circle,Financial Services,51-200 employees,17
2681795504,2019-01-10,Analytics Engineer,Analytics Engineer,,Full-time,Entry level,2,"javascript, coding",United States,,,,4.0,Wpromote,Marketing & Advertising,201-500 employees,2
2680623361,2019-01-11,Data Scientist,Sport Activity Experience Principal Data Scientist,,Full-time,Mid-Senior level,4,"python, pytorch, aws, tensorflow, machine_learning",United States,,,,38.0,Nike,Sporting Goods,"10,001+ employees",5
2699277106,2019-01-11,Data Engineer,Data Engineer,,Full-time,Mid-Senior level,6,"data_lake, cloud, data_lakes, python, bigquery, docker, git, gcp, warehousing, ci/cd, apache, ai, machine_learning, airflow","Austin, Texas Metropolitan Area",,,,,Quest Groups LLC,Staffing & Recruiting,11-50 employees,14
2747771417,2019-01-11,Senior Analyst,Senior Analyst,,Full-time,Associate,4,"python, r, looker, tableau, etl, sql","Dallas, TX",,,,,Vacasa,"Leisure, Travel & Tourism","1,001-5,000 employees",6
2691842369,2019-01-11,Data Analyst,Senior Data Analyst,,Full-time,Mid-Senior level,10,"excel, git, pandas, scikit-learn, saas, unix, python, paas, seaborn, sql, c","Fremont, CA",,,,,Jobot,Staffing & Recruiting,201-500 employees,11
2728673833,2019-01-12,Data Analyst,Data Analyst,,Contract,Associate,3,"excel, alteryx, t-sql, power_bi, etl, sql",United States,,,,66.0,Collabera Inc.,Information Technology & Services,"10,001+ employees",6
2751535656,2019-01-12,Analytics Engineer,Senior Analytics Engineer,,Full-time,Mid-Senior level,5,"ci/cd, airflow, cloud, python, tableau, etl, looker, snowflake, sql, bi, devops","New York, United States",157000.0,149000.0,yr,6.0,Harnham,Staffing & Recruiting,51-200 employees,11
2687976643,2019-01-12,Data Scientist,Data Scientist,,Full-time,Mid-Senior level,5,"python, hadoop, r, tableau, sql","Texas, United States",,,,18.0,Kraken Digital Asset Exchange,Financial Services,"1,001-5,000 employees",5
